SLIPID,SLIPTIMESTAMP,PLAYER_ID,CURRENTSF,LOGSF,STAKE,GGR,BETODD,SPORTNAMEENGLISH,LEAGUENAMEENGLISH,EVENTDESCRIPTION,GAMEDESCRIPTION,Market Name,Market Name Corners,RESULTDESCRIPTION,SRC_EVENT_ID,GOAL_EXP_HOME,GOAL_EXP_AWAY,DRAW_FACTOR,FIRST_HALF_GOALS_PERC,INJURY_TIME_1ST_HALF,INJURY_TIME_2ND_HALF,MINUTES,Data Set,Default 1st Half Injury Time,1st Half Injury Time change?,Magnitude of change,Magnitude of change relative,Concat
7712620964,0.004953704,651317703,0.01,0.01,2,-3.1,2.55,Football,Bundesliga,Bayer Leverkusen - FC St. Pauli,Bayer Leverkusen - Total Corners,Strong Jolly - Total Corners,Medium Corner Jolly - Total Corners,"Under 7,5",7517694,2.0757,0.6956,0.9933,0.437,2,6,78,Dynamic,3,1st Half Inj Time decreased,1,-1,"7517694Under 7,5Strong Jolly - Total Corners"
7809930648,0.008645833,560429905,0.5,0.5,5.959204,5.959204,3.9,Football,Super Lig,Konyaspor - Fenerbahce SK,Total Corners,Total Corners,Total Corners,"Over 12,5",7533490,0.7812,2.4462,0.9633,0.4405,2,5,11,Dynamic,2,1st Half Inj Time increased,1,1,"7533490Over 12,5Total Corners"
7860743655,0.013194444,708451843,0.01,0.3,104.619776,104.619776,1.75,Football,Championship,Watford - Norwich City,Norwich City - Total Corners,Slight Jolly - Total Corners,Slight Corner Dog - Total Corners,"Over 7,5",7540188,1.0916,1.491,0.9367,0.4569,3,6,45,Dynamic,3,No change in 1st Half Inj Time,0,0,"7540188Over 7,5Slight Jolly - Total Corners"
7680536226,0.008553241,703792099,0.01,0.3,83.7660669,-117.2724937,2.4,Football,UEFA Champions League,SK Sturm Graz - Girona FC,SK Sturm Graz - Total Corners,Medium Dog - Total Corners,Slight Corner Dog - Total Corners,"Under 1,5",7507453,0.8631,1.7943,0.9546,0.437,2,5,68,Dynamic,2,No change in 1st Half Inj Time,0,0,"7507453Under 1,5Medium Dog - Total Corners"
7664833620,0.023460648,582220350,0.01,1,6.96393321,6.96393321,1.77,Football,Brasileiro Serie A,Fluminense FC RJ - Fortaleza EC CE,Total Corners,Total Corners,Total Corners,"Under 7,5",7511483,1.4375,0.7374,0.9535,0.437,3,5,45,Dynamic,2,1st Half Inj Time increased,1,1,"7511483Under 7,5Total Corners"
7705033915,0.011423611,703064726,0.01,0.99,118,118,1.87,Football,Brasileiro Serie A,AC Goianiense GO - Fortaleza EC CE,Fortaleza EC CE - Total Corners,Slight Dog - Total Corners,Slight Corner Dog - Total Corners,"Under 2,5",7519851,1.4705,1.2175,0.9576,0.5007,5,5,46,Dynamic,2,1st Half Inj Time increased,3,3,"7519851Under 2,5Slight Dog - Total Corners"
7942636425,0.005891204,708030159,0.3,0.01,4.9357596,-8.88436728,2.8,Football,LaLiga,Real Betis - Real Madrid,Total Corners,Total Corners,Total Corners,"Over 9,5",7564956,1.2096,1.7168,0.927,0.4298,4,7,35,Dynamic,4,1st Half Inj Time decreased,2,-2,"7564956Over 9,5Total Corners"
7741184858,0.006736111,704069824,0.01,0.01,1,-1,2,Football,Super Lig,Adana Demirspor - Besiktas Istanbul,Besiktas JK - Total Corners,Besiktas JK - Total Corners,Besiktas JK - Total Corners,"Over 9,5",7525164,0.97,2.3978,0.9692,0.437,2,5,50,Dynamic,2,No change in 1st Half Inj Time,0,0,"7525164Over 9,5Besiktas JK - Total Corners"
7927057423,0.009282407,709479982,0.01,0.99,79,-64.78,1.82,Football,Carioca,Fluminense FC RJ - Bangu AC RJ,Total Corners,Total Corners,Total Corners,"Over 8,5",7562070,2.5109,0.3999,0.9099,0.437,2,5,79,Dynamic,2,No change in 1st Half Inj Time,0,0,"7562070Over 8,5Total Corners"
7725867135,0.017395833,703981639,0.01,0.99,300,300,1.72,Football,UEFA Champions League,Lille OSC - SK Sturm Graz,SK Sturm Graz - Total Corners,Strong Dog - Total Corners,Medium Corner Dog - Total Corners,"Over 2,5",7515863,2.457,0.6533,0.9616,0.4547,2,5,39,Dynamic,2,1st Half Inj Time increased,1,1,"7515863Over 2,5Strong Dog - Total Corners"
7925192667,0.014085648,709479982,0.01,0.99,79,79,1.93,Football,LaLiga,Athletic Bilbao - Real Valladolid,Real Valladolid - Total Corners,Strong Dog - Total Corners,Medium Corner Dog - Total Corners,"Under 3,5",7561312,2.1758,0.4902,0.9887,0.4254,3,7,58,Dynamic,4,1st Half Inj Time decreased,1,-1,"7561312Under 3,5Strong Dog - Total Corners"
7907177313,0.011458333,707128719,0.3,0.3,8.3110675,8.3110675,2.1,Football,Primeira Liga,SC Farense - FC Porto,Total Corners,Total Corners,Total Corners,"Over 7,5",7557937,0.7661,1.7924,0.9526,0.437,2,5,51,Dynamic,2,No change in 1st Half Inj Time,0,0,"7557937Over 7,5Total Corners"
7902455280,0.011793981,707128719,0.3,0.3,16.622135,16.622135,2,Football,LaLiga,CD Leganes - Deportivo Alaves,Total Corners,Total Corners,Total Corners,"Over 9,5",7557433,0.9467,1.4803,0.9558,0.5186,1,7,50,Dynamic,4,1st Half Inj Time decreased,3,-3,"7557433Over 9,5Total Corners"
7843430562,0.029710648,581338755,0.01,0.01,2,2,3.75,Football,LaLiga,Real Valladolid - Real Madrid,Total Corners,Total Corners,Total Corners,"Under 7,5",7537564,0.5576,2.1074,0.9723,0.437,1,7,81,Dynamic,4,1st Half Inj Time decreased,3,-3,"7537564Under 7,5Total Corners"
7673010576,0.005949074,702122408,0.01,1,32.788434,32.788434,2.3,Football,Brasileiro Serie B,Guarani FC SP - Ceara SC Fortaleza CE,Guarani FC SP - Total Corners,Strong Dog - Total Corners,Slight Corner Dog - Total Corners,"Under 1,5",7514558,0.8875,2.0702,0.9875,0.437,3,5,74,Dynamic,2,1st Half Inj Time increased,1,1,"7514558Under 1,5Strong Dog - Total Corners"
7922055053,0.031331019,708450125,0.01,0.01,2,2,4.2,Football,Premier League,Ipswich Town - Tottenham Hotspur,Total Corners,Total Corners,Total Corners,"Under 6,5",7543534,1.5063,1.6096,0.9179,0.437,3,7,84,Dynamic,4,1st Half Inj Time decreased,1,-1,"7543534Under 6,5Total Corners"
7911444454,0.014479167,708450125,0.01,0.01,2,2,2.8,Football,UEFA Champions League,AC Milan - Feyenoord Rotterdam,Feyenoord Rotterdam - Total Corners,Medium Dog - Total Corners,Medium Corner Dog - Total Corners,"Under 2,5",7559915,1.8876,0.9161,0.9636,0.437,1,5,76,Dynamic,2,1st Half Inj Time decreased,1,-1,"7559915Under 2,5Medium Dog - Total Corners"
7941246601,0.0000926,708450125,0.01,0.01,2,2,2.25,Football,FA Cup,Crystal Palace - Millwall,Total Corners,Total Corners,Total Corners,"Under 6,5",7567253,2.2196,0.6187,0.9696,0.4412,1,5,44,Dynamic,2,1st Half Inj Time decreased,1,-1,"7567253Under 6,5Total Corners"
7914316009,0.029189815,708450125,0.01,0.01,2,2,2.87,Football,UEFA Champions League,Real Madrid - Manchester City,Total Corners,Total Corners,Total Corners,"Under 10,5",7559922,1.491,0.8128,0.7834,0.437,2,5,84,Dynamic,2,No change in 1st Half Inj Time,0,0,"7559922Under 10,5Total Corners"
7895251624,0.011284722,708450125,0.01,0.01,2,2,3.1,Football,Championship,Burnley - Hull City,Total Corners,Total Corners,Total Corners,"Under 8,5",7545632,1.5099,0.8495,0.9524,0.437,4,6,70,Dynamic,3,1st Half Inj Time increased,1,1,"7545632Under 8,5Total Corners"
7942781546,0.03474537,709474742,0.3,1,8.226266,-13.9846522,2.7,Football,FA Cup,Manchester City - Plymouth Argyle,Total Corners,Total Corners,Total Corners,"Over 19,5",7567256,3.9997,0.4474,0.9883,0.437,1,5,46,Dynamic,2,1st Half Inj Time decreased,1,-1,"7567256Over 19,5Total Corners"
7773251897,0.011319444,701707830,0.01,0.01,2,-4.4,3.2,Football,Serie A,Udinese Calcio - Torino FC,Total Corners,Total Corners,Total Corners,"Under 7,5",7529843,0.8904,0.8609,1.0157,0.437,3,6,84,Dynamic,3,No change in 1st Half Inj Time,0,0,"7529843Under 7,5Total Corners"
7668764875,0.01056713,703691430,0.01,1,67.2162897,-73.93791867,2.1,Football,Brasileiro Serie A,Botafogo FR RJ - EC Vitoria Salvador BA,EC Vitoria Salvador BA - Total Corners,Strong Dog - Total Corners,Medium Corner Dog - Total Corners,"Under 1,5",7513012,2.5829,0.5612,0.9954,0.5025,5,5,45,Dynamic,2,1st Half Inj Time increased,3,3,"7513012Under 1,5Strong Dog - Total Corners"
7881152017,0.021180556,707330192,0.01,1,55.7219235,-45.69197727,1.82,Football,Championship,West Bromwich Albion - Sheffield Wednesday,Sheffield Wednesday - Total Corners,Medium Dog - Total Corners,Slight Corner Dog - Total Corners,"Under 3,5",7543577,1.5778,1.0536,0.9512,0.437,5,6,45,Dynamic,3,1st Half Inj Time increased,2,2,"7543577Under 3,5Medium Dog - Total Corners"
7873625179,0.025347222,410333913,0.3,0.3,1,-0.14,1.14,Football,Coppa Italia,AC Milan - AS Roma,Total Corners,Total Corners,Total Corners,"Under 14,5",7541984,1.5515,1.4276,0.9305,0.437,1,5,73,Dynamic,2,1st Half Inj Time decreased,1,-1,"7541984Under 14,5Total Corners"
7903548416,0.009421296,701707830,0.01,0.01,2,2,2.15,Football,Premier League,Crystal Palace - Everton FC,Crystal Palace - Total Corners,Slight Jolly - Total Corners,Slight Corner Jolly - Total Corners,"Under 4,5",7540166,1.3665,0.8696,0.9389,0.4304,4,7,42,Dynamic,4,No change in 1st Half Inj Time,0,0,"7540166Under 4,5Slight Jolly - Total Corners"
7784913109,0.013287037,410333913,0.3,0.3,1,-0.2,1.2,Football,LaLiga,Valencia CF - Real Madrid,Total Corners,Total Corners,Total Corners,"Under 11,5",7529841,0.6537,2.6563,0.9691,0.437,3,7,56,Dynamic,4,1st Half Inj Time decreased,1,-1,"7529841Under 11,5Total Corners"
7799057785,0.019861111,707851584,0.3,0.3,1.5838358,1.5838358,2.25,Football,Premiership,Dundee FC - Rangers FC,Total Corners,Total Corners,Total Corners,"Over 12,5",7532378,0.7488,2.5915,0.9628,0.4438,2,5,28,Dynamic,2,No change in 1st Half Inj Time,0,0,"7532378Over 12,5Total Corners"
7639045274,0.021064815,703120748,0.3,0.3,32.046,32.046,2.65,Football,CAF Africa Cup of Nations - Qualification,Liberia - Togo,Total Corners,Total Corners,Total Corners,"Over 13,5",7510899,0.8971,1.5919,0.9536,0.4324,2,5,30,Dynamic,2,1st Half Inj Time increased,1,1,"7510899Over 13,5Total Corners"
7638748605,0.025914352,703120748,0.3,0.3,21.364,21.364,2.5,Football,CAF Africa Cup of Nations - Qualification,Namibia - Cameroon,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 6,5",7510907,0.672,1.2131,0.9991,0.4498,2,5,32,Dynamic,2,1st Half Inj Time decreased,1,-1,"7510907Over 6,51st Half - Total Corners"
7617070035,0.008460648,703164174,0.3,0.3,47.61378,47.61378,1.68,Football,UEFA Champions League,Club Brugge - Aston Villa,Total Corners,Total Corners,Total Corners,"Over 7,5",6572951,1.1498,1.7362,1.0192,0.437,2,5,66,Dynamic,2,No change in 1st Half Inj Time,0,0,"6572951Over 7,5Total Corners"
7651705692,0.029398148,703567764,0.01,0.3,98.057364,-205.9204644,3.1,Football,UEFA Nations League,Norway - Kazakhstan,Total Corners,Total Corners,Total Corners,"Under 14,5",7511852,2.6549,0.5587,0.9978,0.437,2,5,84,Dynamic,2,No change in 1st Half Inj Time,0,0,"7511852Under 14,5Total Corners"
7911439281,0.01349537,704833701,0.3,0.3,15.92652106,15.92652106,1.38,Football,UEFA Champions League,AC Milan - Feyenoord Rotterdam,Total Corners,Total Corners,Total Corners,"Over 7,5",7559915,1.7157,0.8418,0.9636,0.437,1,5,74,Dynamic,2,1st Half Inj Time decreased,1,-1,"7559915Over 7,5Total Corners"
7835540462,0.015069444,708403768,0.01,0.3,0.15947876,0.15947876,3.8,Football,Carioca,Botafogo FR RJ - Volta Redonda FC RJ,Total Corners,Total Corners,Total Corners,"Over 14,5",7536348,1.8372,1.0957,0.958,0.437,5,5,83,Dynamic,2,1st Half Inj Time increased,2,2,"7536348Over 14,5Total Corners"
7649300368,0.025717593,554356290,0.3,0.3,2.94172092,2.94172092,1.6,Football,Brasileiro Serie B,Vila Nova FC GO - Ituano FC SP,Vila Nova FC GO - Total Corners,Slight Dog - Total Corners,Slight Corner Jolly - Total Corners,"Over 1,5",7509359,1.4646,1.5069,0.9508,0.437,3,5,77,Dynamic,2,1st Half Inj Time increased,1,1,"7509359Over 1,5Slight Dog - Total Corners"
7907766790,0.011018519,704833701,0.3,0.3,1.24998455,-0.762956,1.61,Football,Paulista Serie A1,SE Palmeiras SP - Sao Paulo FC SP,Total Corners,Total Corners,Total Corners,"Under 10,5",7558282,1.7954,0.7933,0.9757,0.5024,2,5,84,Dynamic,2,No change in 1st Half Inj Time,0,0,"7558282Under 10,5Total Corners"
7626342834,0.030185185,703242549,0.01,1,89.744357,89.744357,2,Football,LaLiga,Real Madrid - CA Osasuna,CA Osasuna - Total Corners,Strong Dog - Total Corners,Strong Corner Dog - Total Corners,"Over 3,5",7504619,2.5723,0.8324,0.9775,0.4566,4,7,41,Dynamic,4,1st Half Inj Time increased,2,2,"7504619Over 3,5Strong Dog - Total Corners"
7826591560,0.039675926,708254823,0.01,0.3,90.21502,-103.747273,2.15,Football,LaLiga,Real Madrid - UD Las Palmas,Total Corners,Total Corners,Total Corners,"Under 10,5",7531883,2.725,0.4678,0.8957,0.437,5,7,78,Dynamic,4,1st Half Inj Time increased,1,1,"7531883Under 10,5Total Corners"
7681082808,0.016238426,580444605,0.06,0.06,1,-0.15,1.15,Football,UEFA Champions League,GNK Dinamo Zagreb - Borussia Dortmund,Total Corners,Total Corners,Total Corners,"Under 15,5",7507463,0.7011,2.3504,0.9253,0.437,1,5,65,Dynamic,2,1st Half Inj Time decreased,1,-1,"7507463Under 15,5Total Corners"
7925194266,0.014340278,704025366,0.01,0.01,2,2,4.1,Football,LaLiga,Athletic Bilbao - Real Valladolid,Total Corners,Total Corners,Total Corners,"Over 10,5",7561312,2.1758,0.4902,0.9887,0.4254,3,7,58,Dynamic,4,1st Half Inj Time decreased,1,-1,"7561312Over 10,5Total Corners"
7846215846,0.012395833,558582485,0.01,0.01,2,-5.4,3.7,Football,LaLiga,Athletic Bilbao - CD Leganes,Total Corners,Total Corners,Total Corners,"Over 12,5",7537629,2.241,0.6111,0.9559,0.437,1,7,45,Dynamic,4,1st Half Inj Time decreased,3,-3,"7537629Over 12,5Total Corners"
7842367612,0.036030093,558582485,0.01,0.01,2,2,2.75,Football,LaLiga,Atletico Madrid - Villarreal CF,Total Corners,Total Corners,Total Corners,"Under 6,5",7537590,1.8788,0.8757,0.9354,0.437,3,7,74,Dynamic,4,1st Half Inj Time decreased,1,-1,"7537590Under 6,5Total Corners"
7898037435,0.028263889,704025366,0.01,0.01,2,-5.4,3.7,Football,UEFA Europa League,FC Twente - FK Bodo/Glimt,Total Corners,Total Corners,Total Corners,"Under 3,5",7556201,1.6093,0.9892,0.9437,0.437,1,5,81,Dynamic,2,1st Half Inj Time decreased,1,-1,"7556201Under 3,5Total Corners"
7871495672,0.030925926,708899377,0.01,1,1.6679202,1.6679202,1.83,Football,Mineiro,CA Mineiro MG - Athletic Club SJDR MG,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 9,5",7542743,1.9269,0.6483,0.9905,0.4136,2,5,14,Dynamic,2,1st Half Inj Time increased,2,2,"7542743Over 9,51st Half - Total Corners"
7928694215,0.004305556,709478340,0.01,1,11.6711742,11.6711742,2.1,Football,Serie A,AS Roma - AC Monza,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 5,5",7561168,2.3465,0.5312,0.9667,0.4401,3,6,20,Dynamic,3,1st Half Inj Time decreased,2,-2,"7561168Over 5,51st Half - Total Corners"
7866374186,0.018194444,708750215,0.3,0.3,57.6125,57.6125,5,Football,LaLiga,Real Betis - Athletic Bilbao,Total Corners,Total Corners,Total Corners,"Under 6,5",7540764,1.082,1.3938,0.9447,0.437,2,7,65,Dynamic,4,1st Half Inj Time decreased,2,-2,"7540764Under 6,5Total Corners"
7926622526,0.024282407,709478340,0.01,1,11.714318,11.714318,1.68,Football,Ligue 1,Olympique Lyon - Paris Saint-Germain,Paris Saint-Germain - Total Corners,Strong Jolly - Total Corners,Slight Corner Jolly - Total Corners,"Over 5,5",7561315,0.9221,2.427,0.9341,0.414,2,6,45,Dynamic,3,1st Half Inj Time decreased,1,-1,"7561315Over 5,5Strong Jolly - Total Corners"
7928695733,0.004849537,705641685,0.01,0.01,0.89367848,0.89367848,1.9,Football,Serie A,AS Roma - AC Monza,AS Roma - Total Corners,Strong Jolly - Total Corners,Medium Corner Jolly - Total Corners,"Over 7,5",7561168,2.3465,0.5312,0.9667,0.4401,3,6,20,Dynamic,3,1st Half Inj Time decreased,2,-2,"7561168Over 7,5Strong Jolly - Total Corners"
7790672350,0.039861111,700183491,0.01,0.01,2,2,2.15,Football,Primeira Liga,CD Santa Clara - SC Farense,SC Farense - Total Corners,Strong Dog - Total Corners,Slight Corner Dog - Total Corners,"Under 1,5",7531815,2.0783,0.4611,0.7,0.437,3,5,62,Dynamic,2,1st Half Inj Time increased,1,1,"7531815Under 1,5Strong Dog - Total Corners"
7739523235,0.029097222,639016502,0.01,1,300,-279,1.93,Football,LaLiga,FC Barcelona - CD Leganes,FC Barcelona - Total Corners,Strong Jolly - Total Corners,Strong Corner Jolly - Total Corners,"Over 6,5",7523748,3.3401,0.5009,0.957,0.4447,4,7,39,Dynamic,4,1st Half Inj Time increased,1,1,"7523748Over 6,5Strong Jolly - Total Corners"
7712298110,0.033576389,703992345,0.01,1,199.9250002,-131.9505001,1.66,Football,LaLiga,UD Las Palmas - Real Valladolid,Real Valladolid - Total Corners,Medium Dog - Total Corners,Slight Corner Dog - Total Corners,"Under 3,5",7521460,1.385,0.8554,0.9177,0.437,4,7,86,Dynamic,4,No change in 1st Half Inj Time,0,0,"7521460Under 3,5Medium Dog - Total Corners"
7861356606,0.021736111,707462442,0.01,1,109.523828,109.523828,1.87,Football,Premier League,AFC Bournemouth - Liverpool,Most Corners,Most Corners,Most Corners,AFC Bournemouth,7534613,1.3235,2.1326,0.9461,0.4674,4,7,31,Dynamic,4,1st Half Inj Time increased,1,1,7534613AFC BournemouthMost Corners
7854435766,0.006793981,704887126,0.01,0.01,0.81420665,-0.38267713,1.47,Football,Liga Profesional de Futbol,CA River Plate - Instituto AC Cordoba,Total Corners,Total Corners,Total Corners,"Over 2,5",7542222,1.9001,0.6346,0.9867,0.437,1,5,71,Dynamic,2,1st Half Inj Time decreased,1,-1,"7542222Over 2,5Total Corners"
7936967866,0.009803241,709703373,0.3,0.3,11.5275,11.5275,3.2,Football,Copa do Brasil,Ceilandia EC DF - Coritiba FBC PR,Total Corners,Total Corners,Total Corners,"Over 11,5",7570251,0.5838,1.6247,0.9493,0.437,4,5,54,Dynamic,2,1st Half Inj Time increased,2,2,"7570251Over 11,5Total Corners"
7887113360,0.017986111,707462442,0.01,1,24.950115,24.950115,8,Football,Serie A,SSC Napoli - Udinese Calcio,Most Corners,Most Corners,Most Corners,Udinese Calcio,7544050,1.8848,0.7593,0.9618,0.4432,3,6,39,Dynamic,3,1st Half Inj Time decreased,1,-1,7544050Udinese CalcioMost Corners
7907028552,0.022789352,709382732,0.01,0.3,1.6622135,1.6622135,1.65,Football,Serie A,Parma Calcio - AS Roma,Parma Calcio - Total Corners,Medium Dog - Total Corners,Slight Corner Dog - Total Corners,"Over 1,5",7557510,0.8559,1.7264,0.8958,0.437,3,6,72,Dynamic,3,No change in 1st Half Inj Time,0,0,"7557510Over 1,5Medium Dog - Total Corners"
7906922416,0.0021875,708441559,0.01,0.01,2,2,3.1,Football,LaLiga,RCD Mallorca - UD Las Palmas,Total Corners,Total Corners,Total Corners,"Under 4,5",7557522,1.4408,0.8268,0.9349,0.438,4,7,32,Dynamic,4,1st Half Inj Time decreased,1,-1,"7557522Under 4,5Total Corners"
7657513229,0.024571759,18342952,0.06,0.06,4.7342881,4.7342881,2.55,Football,World Cup Qualification - CONMEBOL,Brazil - Uruguay,Total Corners,Total Corners,Total Corners,"Over 9,5",7507631,1.5457,0.6333,0.9381,0.3753,2,5,47,Dynamic,2,No change in 1st Half Inj Time,0,0,"7507631Over 9,5Total Corners"
7684526422,0.031655093,702127027,0.01,1,8.118993,-11.77253985,2.45,Football,UEFA Europa League,Tottenham Hotspur - AS Roma,Total Corners,Total Corners,Total Corners,"Over 10,5",7507855,1.8844,1.4164,0.9666,0.437,4,5,84,Dynamic,2,1st Half Inj Time increased,2,2,"7507855Over 10,5Total Corners"
7928298557,0.017083333,706637613,0.01,1,1.6673106,1.6673106,2.37,Football,Super Lig,Galatasaray SK - Fenerbahce SK,Total Corners,Total Corners,Total Corners,"Over 8,5",7561806,1.6716,1.4254,0.9363,0.4453,2,5,22,Dynamic,2,1st Half Inj Time decreased,1,-1,"7561806Over 8,5Total Corners"
7853686576,0.020046296,646453415,0.01,0.01,1,1,2.05,Football,UEFA Champions League,Manchester City - Club Brugge,Club Brugge - Total Corners,Strong Dog - Total Corners,Strong Corner Dog - Total Corners,"Over 1,5",7542138,2.7676,0.7772,0.9489,0.437,2,5,72,Dynamic,2,No change in 1st Half Inj Time,0,0,"7542138Over 1,5Strong Dog - Total Corners"
7846764783,0.010104167,708458322,0.01,0.3,97.064748,97.064748,1.93,Football,Ligue 1,OGC Nice - Olympique Marseille,OGC Nice - Total Corners,Slight Dog - Total Corners,Slight Corner Jolly - Total Corners,"Under 4,5",7537763,1.2254,1.4858,0.9395,0.4506,3,6,29,Dynamic,3,No change in 1st Half Inj Time,0,0,"7537763Under 4,5Slight Dog - Total Corners"
7843754842,0.031261574,708458322,0.01,0.3,97.064748,-116.4776976,2.2,Football,Paulista Serie A1,SE Palmeiras SP - Gremio Novorizontino SP,Gremio Novorizontino SP - Total Corners,Strong Dog - Total Corners,Medium Corner Dog - Total Corners,"Under 2,5",7537384,2.0138,0.5584,0.9674,0.4369,2,5,14,Dynamic,2,1st Half Inj Time increased,1,1,"7537384Under 2,5Strong Dog - Total Corners"
7659080625,0.006261574,703454907,0.01,0.3,54.6975,-59.82571667,3.9,Football,Brasileiro Serie A,CA Paranaense PR - AC Goianiense GO,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 6,5",7511159,1.9139,0.8786,0.9577,0.4821,2,5,39,Dynamic,2,1st Half Inj Time increased,3,3,"7511159Over 6,51st Half - Total Corners"
